iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   7  1.112863e+03    1.42e-08    1.59e-02   6.36e-03   1.02e+00  2.19e+07        1    2.23e-02    1.92e-01
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  1.483575e+03    0.00e+00    1.46e+02   0.00e+00   0.00e+00  1.00e+04        0    2.37e-02    4.03e-02
   1  1.479698e+03    3.88e+00    1.05e+01   0.00e+00   1.00e+00  3.00e+04        1    3.37e-02    7.42e-02
   2  1.479621e+03    7.68e-02    1.76e+01   1.63e+00   1.02e+00  9.00e+04        1    3.02e-02    1.04e-01
   3  1.479574e+03    4.70e-02    7.79e+01   2.68e+00   9.49e-01  2.70e+05        1    3.87e-02    1.43e-01
   4  1.479536e+03    3.86e-02    1.81e+02   5.13e+00   7.30e-01  2.99e+05        1    2.69e-02    1.70e-01
   5  1.479505e+03    3.10e-02    6.52e+01   3.42e+00   9.44e-01  8.98e+05        1    3.34e-02    2.04e-01
   6  1.479496e+03    8.86e-03    5.48e+01   3.25e+00   8.71e-01  1.52e+06        1    3.63e-02    2.40e-01
   7  1.479494e+03    2.19e-03    6.97e+00   1.17e+00   9.93e-01  4.55e+06        1    3.58e-02    2.76e-01
   8  1.479494e+03    6.48e-05    1.90e+00   2.93e-01   1.01e+00  1.37e+07        1    3.60e-02    3.12e-01
   9  1.479494e+03    4.96e-07    1.19e-01   2.78e-02   1.03e+00  4.10e+07        1    3.25e-02    3.45e-01
  10  1.479494e+03    1.66e-09    6.65e-03   1.39e-03   1.06e+00  1.23e+08        1    3.24e-02    3.78e-01
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  1.839037e+03    0.00e+00    2.00e+02   0.00e+00   0.00e+00  1.00e+04        0    2.49e-02    4.29e-02
   1  1.828904e+03    1.01e+01    3.97e+00   0.00e+00   1.00e+00  3.00e+04        1    3.59e-02    7.88e-02
   2  1.828865e+03    3.97e-02    9.03e+00   1.20e+00   1.01e+00  9.00e+04        1    3.23e-02    1.11e-01
   3  1.828835e+03    2.93e-02    3.67e+01   1.63e+00   9.83e-01  2.70e+05        1    3.29e-02    1.44e-01
   4  1.828819e+03    1.60e-02    5.41e+01   1.96e+00   9.33e-01  7.66e+05        1    3.63e-02    1.81e-01
   5  1.828813e+03    6.22e-03    2.76e+01   1.65e+00   9.53e-01  2.30e+06        1    3.31e-02    2.14e-01
   6  1.828812e+03    8.52e-04    3.60e+00   6.45e-01   9.98e-01  6.89e+06        1    3.69e-02    2.51e-01
   7  1.828812e+03    1.59e-05    7.05e-01   9.36e-02   1.01e+00  2.07e+07        1    3.69e-02    2.88e-01
   8  1.828812e+03    5.69e-08    2.89e-02   5.76e-03   1.05e+00  6.20e+07        1    3.35e-02    3.21e-01
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  2.129185e+03    0.00e+00    1.87e+02   0.00e+00   0.00e+00  1.00e+04        0    2.84e-02    5.15e-02
   1  2.127291e+03    1.89e+00    6.12e+00   0.00e+00   1.00e+00  3.00e+04        1    4.07e-02    9.23e-02
   2  2.127255e+03    3.54e-02    1.98e+00   7.76e-01   1.00e+00  9.00e+04        1    3.98e-02    1.32e-01
   3  2.127252e+03    3.32e-03    1.96e+00   4.90e-01   1.00e+00  2.70e+05        1    3.84e-02    1.71e-01
   4  2.127251e+03    6.73e-04    1.99e+00   3.19e-01   1.00e+00  8.10e+05        1    4.22e-02    2.13e-01
   5  2.127251e+03    1.02e-04    1.80e+00   1.82e-01   1.01e+00  2.43e+06        1    4.01e-02    2.53e-01
   6  2.127251e+03    6.64e-06    2.51e-01   5.69e-02   1.01e+00  7.29e+06        1    3.66e-02    2.90e-01
   7  2.127251e+03    1.00e-07    2.25e-02   6.99e-03   1.03e+00  2.19e+07        1    3.87e-02    3.29e-01
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  2.488926e+03    0.00e+00    2.22e+02   0.00e+00   0.00e+00  1.00e+04        0    3.38e-02    6.38e-02
   1  2.486104e+03    2.82e+00    3.87e+01   0.00e+00   1.00e+00  3.00e+04        1    4.77e-02    1.12e-01
   2  2.486096e+03    8.35e-03    1.99e+00   1.18e-01   1.05e+00  9.00e+04        1    4.49e-02    1.57e-01
   3  2.486095e+03    6.11e-04    1.51e+00   1.48e-01   1.02e+00  2.70e+05        1    4.66e-02    2.03e-01
   4  2.486095e+03    1.33e-04    1.29e+00   1.07e-01   1.01e+00  8.10e+05        1    4.61e-02    2.49e-01
   5  2.486095e+03    9.40e-06    2.95e-01   3.63e-02   1.01e+00  2.43e+06        1    5.01e-02    3.00e-01
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  2.776910e+03    0.00e+00    5.01e+02   0.00e+00   0.00e+00  1.00e+04        0    3.37e-02    6.09e-02
   1  2.768236e+03    8.67e+00    4.23e+01   0.00e+00   1.00e+00  3.00e+04        1    5.16e-02    1.13e-01
   2  2.768220e+03    1.59e-02    1.77e+00   2.67e-01   1.00e+00  9.00e+04        1    4.88e-02    1.62e-01
   3  2.768219e+03    1.16e-03    1.95e+00   1.75e-01   1.00e+00  2.70e+05        1    4.89e-02    2.11e-01
   4  2.768218e+03    9.28e-04    1.97e+00   2.80e-01   1.00e+00  8.10e+05        1    4.79e-02    2.59e-01
   5  2.768218e+03    4.44e-04    1.99e+00   2.69e-01   1.00e+00  2.43e+06        1    4.86e-02    3.07e-01
   6  2.768218e+03    5.29e-05    1.05e+00   1.12e-01   1.01e+00  7.29e+06        1    4.84e-02    3.56e-01
   7  2.768218e+03    1.23e-06    5.11e-02   1.76e-02   1.03e+00  2.19e+07        1    4.72e-02    4.03e-01
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  3.450019e+03    0.00e+00    4.59e+02   0.00e+00   0.00e+00  1.00e+04        0    4.03e-02    7.08e-02
   1  3.427624e+03    2.24e+01    7.15e+01   0.00e+00   1.00e+00  3.00e+04        1    6.32e-02    1.34e-01
   2  3.427522e+03    1.02e-01    1.92e+01   1.68e+00   1.00e+00  9.00e+04        1    6.00e-02    1.94e-01
   3  3.427473e+03    4.87e-02    3.90e+01   2.03e+00   9.90e-01  2.70e+05        1    6.59e-02    2.60e-01
   4  3.427453e+03    1.95e-02    2.01e+01   1.50e+00   9.93e-01  8.10e+05        1    6.25e-02    3.23e-01
   5  3.427445e+03    8.53e-03    5.46e+00   1.22e+00   9.99e-01  2.43e+06        1    5.59e-02    3.79e-01
   6  3.427444e+03    1.28e-03    1.91e+00   5.71e-01   1.01e+00  7.29e+06        1    5.79e-02    4.37e-01
   7  3.427444e+03    3.82e-05    8.57e-01   1.05e-01   1.02e+00  2.19e+07        1    6.12e-02    4.98e-01
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  4.021210e+03    0.00e+00    7.85e+02   0.00e+00   0.00e+00  1.00e+04        0    4.52e-02    7.83e-02
   1  4.014881e+03    6.33e+00    3.69e+01   0.00e+00   1.00e+00  3.00e+04        1    6.61e-02    1.45e-01
   2  4.014649e+03    2.33e-01    6.32e+01   2.91e+00   9.96e-01  9.00e+04        1    6.06e-02    2.05e-01
   3  4.014587e+03    6.14e-02    3.36e+01   1.88e+00   9.96e-01  2.70e+05        1    6.08e-02    2.66e-01
   4  4.014582e+03    5.66e-03    5.37e+00   6.75e-01   1.00e+00  8.10e+05        1    5.99e-02    3.26e-01
   5  4.014580e+03    1.26e-03    1.89e+00   4.41e-01   1.00e+00  2.43e+06        1    6.25e-02    3.89e-01
   6  4.014580e+03    1.99e-04    1.37e+00   2.16e-01   1.01e+00  7.29e+06        1    6.53e-02    4.54e-01
   7  4.014580e+03    6.35e-06    1.78e-01   4.13e-02   1.02e+00  2.19e+07        1    7.08e-02    5.25e-01
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  4.487253e+03    0.00e+00    7.78e+02   0.00e+00   0.00e+00  1.00e+04        0    4.31e-02    7.73e-02
   1  4.478250e+03    9.00e+00    6.79e+00   0.00e+00   1.00e+00  3.00e+04        1    6.76e-02    1.45e-01
   2  4.478175e+03    7.55e-02    1.13e+01   1.12e+00   1.00e+00  9.00e+04        1    6.73e-02    2.12e-01
   3  4.478161e+03    1.33e-02    5.64e+00   6.99e-01   1.00e+00  2.70e+05        1    6.73e-02    2.80e-01
   4  4.478160e+03    8.30e-04    1.98e+00   2.17e-01   1.00e+00  8.10e+05        1    6.54e-02    3.45e-01
   5  4.478160e+03    2.27e-04    1.99e+00   1.60e-01   1.00e+00  2.43e+06        1    7.15e-02    4.17e-01
   6  4.478160e+03    4.41e-05    8.22e-01   8.90e-02   1.01e+00  7.29e+06        1    7.90e-02    4.96e-01
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  5.145385e+03    0.00e+00    9.52e+02   0.00e+00   0.00e+00  1.00e+04        0    4.64e-02    8.40e-02
   1  5.129395e+03    1.60e+01    5.06e+01   0.00e+00   1.00e+00  3.00e+04        1    7.50e-02    1.59e-01
   2  5.129355e+03    3.95e-02    1.99e+00   2.82e-01   1.01e+00  9.00e+04        1    6.89e-02    2.28e-01
   3  5.129352e+03    2.76e-03    1.96e+00   1.74e-01   1.00e+00  2.70e+05        1    7.23e-02    3.01e-01
   4  5.129349e+03    3.56e-03    1.96e+00   3.12e-01   1.00e+00  8.10e+05        1    7.75e-02    3.78e-01
   5  5.129346e+03    2.77e-03    1.97e+00   4.06e-01   1.00e+00  2.43e+06        1    7.03e-02    4.49e-01
   6  5.129345e+03    6.34e-04    1.90e+00   2.51e-01   1.00e+00  7.29e+06        1    6.88e-02    5.17e-01
   7  5.129345e+03    2.98e-05    6.83e-01   6.03e-02   1.02e+00  2.19e+07        1    7.01e-02    5.88e-01
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  5.458777e+03    0.00e+00    3.97e+02   0.00e+00   0.00e+00  1.00e+04        0    5.18e-02    9.47e-02
   1  5.451758e+03    7.02e+00    3.33e+00   0.00e+00   9.99e-01  3.00e+04        1    8.45e-02    1.79e-01
   2  5.451742e+03    1.62e-02    1.96e+00   1.93e-01   1.00e+00  9.00e+04        1    8.02e-02    2.60e-01
   3  5.451741e+03    5.98e-04    1.69e+00   5.64e-02   1.00e+00  2.70e+05        1    8.76e-02    3.47e-01
   4  5.451740e+03    6.19e-04    1.78e+00   9.66e-02   1.00e+00  8.10e+05        1    7.70e-02    4.24e-01
   5  5.451740e+03    6.52e-04    1.78e+00   1.53e-01   1.00e+00  2.43e+06        1    7.56e-02    5.00e-01
   6  5.451740e+03    2.35e-04    1.58e+00   1.25e-01   1.00e+00  7.29e+06        1    7.84e-02    5.78e-01
   7  5.451740e+03    1.91e-05    4.41e-01   4.16e-02   1.01e+00  2.19e+07        1    8.25e-02    6.61e-01
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  5.931291e+03    0.00e+00    8.57e+02   0.00e+00   0.00e+00  1.00e+04        0    5.94e-02    1.04e-01
   1  5.908849e+03    2.24e+01    2.88e+01   0.00e+00   1.00e+00  3.00e+04        1    9.52e-02    2.00e-01
   2  5.908745e+03    1.04e-01    8.49e+00   3.82e-01   1.00e+00  9.00e+04        1    8.76e-02    2.87e-01
   3  5.908737e+03    7.62e-03    1.96e+00   2.45e-01   1.00e+00  2.70e+05        1    8.52e-02    3.73e-01
   4  5.908737e+03    2.65e-04    1.73e+00   6.33e-02   1.00e+00  8.10e+05        1    8.89e-02    4.62e-01
   5  5.908737e+03    1.33e-04    8.48e-01   6.21e-02   1.00e+00  2.43e+06        1    8.62e-02    5.48e-01
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  7.012009e+03    0.00e+00    1.14e+03   0.00e+00   0.00e+00  1.00e+04        0    6.43e-02    1.13e-01
   1  6.969295e+03    4.27e+01    3.67e+01   0.00e+00   1.00e+00  3.00e+04        1    1.13e-01    2.27e-01
   2  6.969197e+03    9.75e-02    5.51e+00   2.29e-01   1.00e+00  9.00e+04        1    9.47e-02    3.21e-01
   3  6.969193e+03    4.26e-03    1.99e+00   1.94e-01   1.01e+00  2.70e+05        1    9.56e-02    4.17e-01
   4  6.969193e+03    1.75e-04    7.46e-01   6.34e-02   1.00e+00  8.10e+05        1    9.90e-02    5.16e-01
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  7.767830e+03    0.00e+00    1.38e+03   0.00e+00   0.00e+00  1.00e+04        0    6.90e-02    1.26e-01
   1  7.737414e+03    3.04e+01    1.89e+02   0.00e+00   1.00e+00  3.00e+04        1    1.10e-01    2.36e-01
   2  7.737090e+03    3.24e-01    5.46e+01   3.29e+00   9.97e-01  9.00e+04        1    1.03e-01    3.39e-01
   3  7.737062e+03    2.78e-02    5.70e+00   1.21e+00   1.00e+00  2.70e+05        1    1.05e-01    4.44e-01
   4  7.737062e+03    4.17e-04    1.07e+00   1.58e-01   1.00e+00  8.10e+05        1    1.04e-01    5.48e-01
   5  7.737062e+03    2.17e-06    6.34e-02   7.66e-03   1.01e+00  2.43e+06        1    1.15e-01    6.63e-01
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  8.449012e+03    0.00e+00    2.45e+03   0.00e+00   0.00e+00  1.00e+04        0    2.60e-02    9.72e-02
   1  8.402410e+03    4.66e+01    7.18e+00   0.00e+00   1.00e+00  3.00e+04        1    6.56e-02    1.63e-01
   2  8.402385e+03    2.44e-02    1.96e+00   3.64e-01   1.00e+00  9.00e+04        1    4.39e-02    2.07e-01
   3  8.402384e+03    1.44e-03    1.69e+00   1.32e-01   1.00e+00  2.70e+05        1    4.43e-02    2.51e-01
   4  8.402384e+03    2.19e-04    4.69e-01   4.61e-02   1.00e+00  8.10e+05        1    4.59e-02    2.97e-01
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  9.392119e+03    0.00e+00    2.56e+03   0.00e+00   0.00e+00  1.00e+04        0    2.58e-02    1.05e-01
   1  9.352765e+03    3.94e+01    6.19e+00   0.00e+00   1.00e+00  3.00e+04        1    5.94e-02    1.65e-01
   2  9.352746e+03    1.87e-02    2.00e+00   9.77e-02   1.00e+00  9.00e+04        1    4.84e-02    2.13e-01
   3  9.352746e+03    8.31e-04    1.54e+00   6.04e-02   1.00e+00  2.70e+05        1    4.57e-02    2.59e-01
   4  9.352745e+03    3.54e-04    4.84e-01   4.69e-02   1.00e+00  8.10e+05        1    4.63e-02    3.05e-01
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  1.380189e+04    0.00e+00    9.12e+03   0.00e+00   0.00e+00  1.00e+04        0    2.63e-02    1.13e-01
   1  1.188037e+04    1.92e+03    3.77e+02   0.00e+00   1.01e+00  3.00e+04        1    6.72e-02    1.80e-01
   2  1.187445e+04    5.92e+00    1.53e+01   2.51e-01   1.03e+00  9.00e+04        1    5.42e-02    2.34e-01
   3  1.187444e+04    1.09e-02    1.89e+00   6.09e-02   1.02e+00  2.70e+05        1    5.40e-02    2.88e-01
   4  1.187444e+04    2.39e-03    2.00e+00   9.65e-02   1.00e+00  8.10e+05        1    5.30e-02    3.41e-01
   5  1.187443e+04    4.32e-03    1.96e+00   2.23e-01   1.00e+00  2.43e+06        1    5.05e-02    3.92e-01
   6  1.187443e+04    4.07e-03    1.80e+00   3.29e-01   1.00e+00  7.29e+06        1    5.04e-02    4.42e-01
   7  1.187443e+04    1.23e-03    1.91e+00   2.41e-01   1.00e+00  2.19e+07        1    5.00e-02    4.92e-01
   8  1.187443e+04    8.08e-05    9.72e-01   7.06e-02   1.01e+00  6.56e+07        1    5.13e-02    5.44e-01
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  2.027969e+04    0.00e+00    1.90e+04   0.00e+00   0.00e+00  1.00e+04        0    3.87e-02    1.32e-01
   1  1.463928e+04    5.64e+03    8.34e+02   0.00e+00   1.00e+00  3.00e+04        1    8.06e-02    2.12e-01
   2  1.462083e+04    1.85e+01    1.68e+01   9.25e-01   1.01e+00  9.00e+04        1    6.18e-02    2.74e-01
   3  1.462082e+04    1.16e-02    1.35e+00   1.87e-01   1.01e+00  2.70e+05        1    5.63e-02    3.31e-01
   4  1.462081e+04    1.06e-03    7.70e-01   5.78e-02   1.00e+00  8.10e+05        1    5.43e-02    3.85e-01
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  1.133911e+04    0.00e+00    6.52e+03   0.00e+00   0.00e+00  1.00e+04        0    2.25e-02    1.14e-01
   1  1.126631e+04    7.28e+01    3.64e+02   0.00e+00   1.00e+00  3.00e+04        1    5.82e-02    1.72e-01
   2  1.126614e+04    1.66e-01    5.42e+00   7.78e-01   1.01e+00  9.00e+04        1    5.15e-02    2.24e-01
   3  1.126614e+04    1.61e-03    6.14e-01   1.36e-01   1.00e+00  2.70e+05        1    5.37e-02    2.77e-01
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  6.350716e+04    0.00e+00    4.12e+04   0.00e+00   0.00e+00  1.00e+04        0    5.20e-02    1.62e-01
   1  3.922535e+04    2.43e+04    5.72e+03   0.00e+00   9.91e-01  3.00e+04        1    9.48e-02    2.57e-01
   2  3.910191e+04    1.23e+02    2.19e+02   1.67e+00   9.82e-01  9.00e+04        1    7.02e-02    3.27e-01
   3  3.910146e+04    4.52e-01    5.64e+00   5.43e-01   1.00e+00  2.70e+05        1    6.31e-02    3.90e-01
   4  3.910142e+04    4.02e-02    2.40e+00   3.17e-01   1.00e+00  8.10e+05        1    6.18e-02    4.52e-01
   5  3.910134e+04    7.30e-02    6.44e+00   7.65e-01   9.98e-01  2.43e+06        1    6.05e-02    5.13e-01
   6  3.910127e+04    7.78e-02    1.64e+01   1.23e+00   9.97e-01  7.29e+06        1    5.76e-02    5.70e-01
   7  3.910124e+04    2.89e-02    1.13e+01   1.02e+00   9.99e-01  2.19e+07        1    5.42e-02    6.25e-01
   8  3.910124e+04    2.52e-03    1.99e+00   3.50e-01   1.01e+00  6.56e+07        1    5.42e-02    6.79e-01
   9  3.910124e+04    4.05e-05    6.19e-01   4.49e-02   1.03e+00  1.97e+08        1    5.49e-02    7.34e-01
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  1.306695e+04    0.00e+00    1.72e+04   0.00e+00   0.00e+00  1.00e+04        0    2.56e-02    1.38e-01
   1  1.240684e+04    6.60e+02    6.91e+03   0.00e+00   9.71e-01  3.00e+04        1    6.77e-02    2.06e-01
   2  1.238504e+04    2.18e+01    7.98e+01   1.39e+00   1.00e+00  9.00e+04        1    6.04e-02    2.67e-01
   3  1.238493e+04    1.04e-01    3.02e+00   3.78e-01   1.00e+00  2.70e+05        1    5.55e-02    3.22e-01
   4  1.238491e+04    2.74e-02    1.97e+00   2.46e-01   1.00e+00  8.10e+05        1    5.45e-02    3.77e-01
   5  1.238485e+04    5.17e-02    5.00e+00   5.90e-01   1.00e+00  2.43e+06        1    5.72e-02    4.34e-01
   6  1.238480e+04    5.46e-02    1.26e+01   9.34e-01   1.00e+00  7.29e+06        1    5.69e-02    4.91e-01
   7  1.238478e+04    1.96e-02    8.32e+00   7.57e-01   1.00e+00  2.19e+07        1    5.70e-02    5.48e-01
   8  1.238478e+04    1.58e-03    1.99e+00   2.49e-01   1.01e+00  6.56e+07        1    5.60e-02    6.04e-01
   9  1.238478e+04    2.37e-05    4.28e-01   3.04e-02   1.03e+00  1.97e+08        1    5.53e-02    6.60e-01
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  1.239539e+04    0.00e+00    9.58e+02   0.00e+00   0.00e+00  1.00e+04        0    2.46e-02    1.25e-01
   1  1.239018e+04    5.21e+00    2.31e+00   0.00e+00   1.00e+00  3.00e+04        1    6.36e-02    1.88e-01
   2  1.239018e+04    1.06e-03    5.22e-01   3.26e-02   1.01e+00  9.00e+04        1    5.88e-02    2.47e-01
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  3.978338e+04    0.00e+00    2.79e+04   0.00e+00   0.00e+00  1.00e+04        0    3.85e-02    1.76e-01
   1  2.861630e+04    1.12e+04    2.29e+03   0.00e+00   9.95e-01  3.00e+04        1    1.43e-01    3.19e-01
   2  2.859674e+04    1.96e+01    2.32e+01   6.48e-01   9.97e-01  9.00e+04        1    7.03e-02    3.89e-01
   3  2.859670e+04    3.45e-02    1.97e+00   1.01e-01   1.04e+00  2.70e+05        1    6.21e-02    4.51e-01
   4  2.859670e+04    2.60e-03    1.66e+00   7.64e-02   1.00e+00  8.10e+05        1    5.84e-02    5.10e-01
   5  2.859670e+04    4.78e-03    1.91e+00   1.77e-01   1.00e+00  2.43e+06        1    5.94e-02    5.70e-01
   6  2.859669e+04    5.33e-03    1.78e+00   2.91e-01   1.00e+00  7.29e+06        1    5.83e-02    6.28e-01
   7  2.859669e+04    2.09e-03    1.99e+00   2.50e-01   1.00e+00  2.19e+07        1    5.91e-02    6.87e-01
   8  2.859669e+04    1.88e-04    2.00e+00   8.84e-02   1.01e+00  6.56e+07        1    6.18e-02    7.49e-01
   9  2.859669e+04    3.20e-06    8.92e-02   1.17e-02   1.03e+00  1.97e+08        1    6.04e-02    8.10e-01
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  1.388254e+04    0.00e+00    1.55e+04   0.00e+00   0.00e+00  1.00e+04        0    2.38e-02    1.61e-01
   1  1.333291e+04    5.50e+02    2.25e+03   0.00e+00   1.00e+00  3.00e+04        1    1.18e-01    2.80e-01
   2  1.333137e+04    1.53e+00    1.02e+01   1.74e-01   1.01e+00  9.00e+04        1    6.09e-02    3.41e-01
   3  1.333137e+04    4.26e-03    1.77e+00   2.51e-02   1.01e+00  2.70e+05        1    6.32e-02    4.04e-01
   4  1.333137e+04    1.32e-03    7.73e-01   5.37e-02   1.00e+00  8.10e+05        1    6.20e-02    4.66e-01
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  1.335636e+04    0.00e+00    1.19e+03   0.00e+00   0.00e+00  1.00e+04        0    3.20e-02    1.76e-01
   1  1.334682e+04    9.53e+00    5.60e+00   0.00e+00   1.00e+00  3.00e+04        1    1.28e-01    3.04e-01
   2  1.334682e+04    1.66e-03    5.48e-01   6.82e-02   1.01e+00  9.00e+04        1    6.52e-02    3.69e-01
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  5.270459e+04    0.00e+00    2.82e+04   0.00e+00   0.00e+00  1.00e+04        0    3.89e-02    2.09e-01
   1  3.218039e+04    2.05e+04    6.50e+03   0.00e+00   1.00e+00  3.00e+04        1    1.50e-01    3.59e-01
   2  3.210974e+04    7.06e+01    2.42e+02   7.44e-01   1.01e+00  9.00e+04        1    7.46e-02    4.34e-01
   3  3.210948e+04    2.62e-01    9.79e+00   1.38e-01   1.03e+00  2.70e+05        1    6.69e-02    5.01e-01
   4  3.210948e+04    3.37e-03    1.88e+00   4.71e-02   1.03e+00  8.10e+05        1    6.75e-02    5.69e-01
   5  3.210947e+04    1.47e-03    1.99e+00   9.19e-02   1.00e+00  2.43e+06        1    6.67e-02    6.35e-01
   6  3.210947e+04    1.88e-03    1.98e+00   1.64e-01   1.00e+00  7.29e+06        1    6.27e-02    6.98e-01
   7  3.210947e+04    9.29e-04    1.99e+00   1.63e-01   1.00e+00  2.19e+07        1    6.54e-02    7.64e-01
   8  3.210947e+04    1.14e-04    1.17e+00   6.92e-02   1.01e+00  6.56e+07        1    6.70e-02    8.31e-01
   9  3.210947e+04    2.65e-06    7.84e-02   1.11e-02   1.02e+00  1.97e+08        1    6.48e-02    8.96e-01
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  1.532420e+04    0.00e+00    1.29e+04   0.00e+00   0.00e+00  1.00e+04        0    2.54e-02    1.91e-01
   1  1.487800e+04    4.46e+02    5.44e+03   0.00e+00   9.91e-01  3.00e+04        1    1.32e-01    3.22e-01
   2  1.487137e+04    6.63e+00    9.48e+01   4.36e-01   1.00e+00  9.00e+04        1    6.64e-02    3.89e-01
   3  1.487121e+04    1.61e-01    5.10e+00   1.38e-01   1.00e+00  2.70e+05        1    6.50e-02    4.54e-01
   4  1.487121e+04    3.30e-03    1.80e+00   4.68e-02   1.00e+00  8.10e+05        1    6.30e-02    5.17e-01
   5  1.487120e+04    3.36e-03    1.90e+00   1.25e-01   1.00e+00  2.43e+06        1    6.39e-02    5.81e-01
   6  1.487120e+04    3.98e-03    1.94e+00   2.13e-01   1.00e+00  7.29e+06        1    6.33e-02    6.45e-01
   7  1.487120e+04    1.72e-03    1.95e+00   1.95e-01   1.00e+00  2.19e+07        1    6.58e-02    7.11e-01
   8  1.487120e+04    1.77e-04    1.83e+00   7.46e-02   1.01e+00  6.56e+07        1    6.35e-02    7.74e-01
   9  1.487120e+04    3.43e-06    1.09e-01   1.07e-02   1.03e+00  1.97e+08        1    6.38e-02    8.38e-01
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  1.420214e+05    0.00e+00    1.96e+05   0.00e+00   0.00e+00  1.00e+04        0    3.46e-02    2.04e-01
   1  7.401311e+04    6.80e+04    2.54e+05   0.00e+00   9.56e-01  3.00e+04        1    1.61e-01    3.66e-01
   2  7.040329e+04    3.61e+03    1.97e+03   3.37e+00   1.01e+00  9.00e+04        1    9.42e-02    4.60e-01
   3  7.039525e+04    8.04e+00    8.83e+01   1.08e-01   1.16e+00  2.70e+05        1    7.14e-02    5.31e-01
   4  7.039486e+04    3.93e-01    1.26e+01   1.60e-01   1.22e+00  8.10e+05        1    6.84e-02    6.00e-01
   5  7.039482e+04    4.10e-02    4.83e+00   2.80e-01   1.13e+00  2.43e+06        1    6.90e-02    6.69e-01
   6  7.039480e+04    2.35e-02    4.36e+00   4.97e-01   1.01e+00  7.29e+06        1    6.98e-02    7.39e-01
   7  7.039479e+04    1.11e-02    4.29e+00   4.96e-01   1.00e+00  2.19e+07        1    7.01e-02    8.09e-01
   8  7.039478e+04    1.39e-03    1.95e+00   2.14e-01   1.01e+00  6.56e+07        1    7.26e-02    8.82e-01
   9  7.039478e+04    3.35e-05    5.28e-01   3.47e-02   1.03e+00  1.97e+08        1    7.10e-02    9.53e-01
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  1.837857e+04    0.00e+00    3.99e+04   0.00e+00   0.00e+00  1.00e+04        0    3.62e-02    2.14e-01
   1  1.724740e+04    1.13e+03    1.30e+05   0.00e+00   5.73e-01  1.00e+04        1    1.45e-01    3.59e-01
   2  1.639754e+04    8.50e+02    2.41e+02   1.17e+00   1.00e+00  3.01e+04        1    7.50e-02    4.34e-01
   3  1.639714e+04    4.00e-01    1.01e+01   5.79e-01   1.00e+00  9.03e+04        1    7.21e-02    5.06e-01
