iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   4  1.639713e+04    1.31e-02    1.99e+00   1.04e-01   1.00e+00  2.71e+05        1    7.19e-02    5.78e-01
   5  1.639713e+04    3.30e-03    1.70e+00   6.47e-02   1.00e+00  8.13e+05        1    7.03e-02    6.49e-01
   6  1.639712e+04    6.43e-03    1.92e+00   1.56e-01   1.00e+00  2.44e+06        1    7.00e-02    7.19e-01
   7  1.639711e+04    7.13e-03    1.78e+00   2.55e-01   1.00e+00  7.31e+06        1    7.21e-02    7.91e-01
   8  1.639711e+04    2.76e-03    2.00e+00   2.17e-01   1.00e+00  2.19e+07        1    7.26e-02    8.64e-01
   9  1.639711e+04    2.45e-04    1.98e+00   7.63e-02   1.01e+00  6.58e+07        1    6.98e-02    9.34e-01
  10  1.639711e+04    3.99e-06    1.02e-01   9.94e-03   1.02e+00  1.97e+08        1    7.15e-02    1.01e+00
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  1.652651e+04    0.00e+00    2.87e+03   0.00e+00   0.00e+00  1.00e+04        0    3.00e-02    2.01e-01
   1  1.647171e+04    5.48e+01    1.37e+03   0.00e+00   9.97e-01  3.00e+04        1    1.43e-01    3.44e-01
   2  1.647156e+04    1.56e-01    2.79e+00   2.98e-01   1.00e+00  9.00e+04        1    7.04e-02    4.15e-01
   3  1.647156e+04    2.01e-03    9.87e-01   5.12e-02   1.00e+00  2.70e+05        1    7.09e-02    4.86e-01
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  2.602364e+05    0.00e+00    2.09e+05   0.00e+00   0.00e+00  1.00e+04        0    6.19e-02    2.48e-01
   1  1.143406e+05    1.46e+05    1.92e+05   0.00e+00   9.75e-01  3.00e+04        1    1.94e-01    4.42e-01
   2  1.080495e+05    6.29e+03    4.16e+03   9.88e+00   1.01e+00  9.00e+04        1    9.07e-02    5.33e-01
   3  1.080081e+05    4.15e+01    1.37e+02   1.81e+00   1.11e+00  2.70e+05        1    8.21e-02    6.15e-01
   4  1.080059e+05    2.15e+00    4.03e+01   6.27e-01   1.25e+00  8.10e+05        1    7.85e-02    6.94e-01
   5  1.080056e+05    2.73e-01    1.74e+01   4.57e-01   1.22e+00  2.43e+06        1    7.79e-02    7.72e-01
   6  1.080056e+05    8.89e-02    1.59e+01   7.73e-01   1.06e+00  7.29e+06        1    7.68e-02    8.49e-01
   7  1.080055e+05    3.08e-02    1.06e+01   7.12e-01   1.02e+00  2.19e+07        1    7.62e-02    9.25e-01
   8  1.080055e+05    3.24e-03    2.00e+00   2.75e-01   1.03e+00  6.56e+07        1    7.89e-02    1.00e+00
   9  1.080055e+05    8.88e-05    1.89e+00   3.95e-02   1.11e+00  1.97e+08        1    8.06e-02    1.08e+00
  10  1.080055e+05    3.82e-06    5.90e-01   2.33e-03   1.29e+00  5.90e+08        1    7.97e-02    1.16e+00
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  2.111807e+04    0.00e+00    4.32e+04   0.00e+00   0.00e+00  1.00e+04        0    3.66e-02    2.23e-01
   1  1.885306e+04    2.27e+03    1.05e+05   0.00e+00   7.04e-01  1.07e+04        1    1.60e-01    3.84e-01
   2  1.787611e+04    9.77e+02    7.89e+02   1.80e+00   1.00e+00  3.22e+04        1    8.16e-02    4.65e-01
   3  1.787361e+04    2.50e+00    7.55e+01   7.23e-01   1.00e+00  9.65e+04        1    8.57e-02    5.51e-01
   4  1.787350e+04    1.14e-01    6.88e+00   1.38e-01   1.00e+00  2.90e+05        1    7.98e-02    6.31e-01
   5  1.787345e+04    5.06e-02    1.92e+00   2.44e-01   1.00e+00  8.69e+05        1    8.09e-02    7.12e-01
   6  1.787335e+04    9.27e-02    9.18e+00   5.57e-01   1.00e+00  2.61e+06        1    7.88e-02    7.91e-01
   7  1.787327e+04    8.83e-02    2.04e+01   8.27e-01   1.00e+00  7.82e+06        1    7.57e-02    8.67e-01
   8  1.787324e+04    2.70e-02    1.10e+01   6.08e-01   1.00e+00  2.35e+07        1    7.66e-02    9.44e-01
   9  1.787324e+04    1.77e-03    1.95e+00   1.77e-01   1.01e+00  7.04e+07        1    7.77e-02    1.02e+00
  10  1.787324e+04    2.11e-05    3.35e-01   1.91e-02   1.03e+00  2.11e+08        1    7.76e-02    1.10e+00
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  1.805973e+04    0.00e+00    2.24e+03   0.00e+00   0.00e+00  1.00e+04        0    3.89e-02    2.56e-01
   1  1.797820e+04    8.15e+01    1.31e+03   0.00e+00   9.98e-01  3.00e+04        1    1.60e-01    4.16e-01
   2  1.797782e+04    3.81e-01    7.17e+00   1.80e-01   1.00e+00  9.00e+04        1    8.13e-02    4.97e-01
   3  1.797781e+04    3.10e-03    6.69e-01   3.24e-02   1.00e+00  2.70e+05        1    8.09e-02    5.78e-01
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  1.213567e+05    0.00e+00    1.87e+05   0.00e+00   0.00e+00  1.00e+04        0    4.74e-02    2.44e-01
   1  1.774754e+05   -5.61e+04    1.87e+05   0.00e+00  -8.69e-01  5.00e+03        1    1.80e-01    4.24e-01
   2  1.601914e+05   -3.88e+04    1.87e+05   0.00e+00  -6.02e-01  1.25e+03        1    6.97e-02    4.94e-01
   3  1.044803e+05    1.69e+04    7.24e+05   0.00e+00   2.64e-01  1.13e+03        1    9.28e-02    5.87e-01
   4  5.521051e+04    4.93e+04    5.54e+04   2.87e+00   9.81e-01  3.39e+03        1    8.80e-02    6.75e-01
   5  5.400402e+04    1.21e+03    8.21e+04   1.88e+00   4.96e-01  3.39e+03        1    8.65e-02    7.61e-01
   6  5.328978e+04    7.14e+02    3.43e+03   7.28e-01   6.81e-01  3.56e+03        1    8.88e-02    8.50e-01
   7  5.318763e+04    1.02e+02    5.34e+03   5.91e-01   4.10e-01  3.54e+03        1    8.55e-02    9.36e-01
   8  5.315251e+04    3.51e+01    1.21e+03   2.54e-01   3.78e-01  3.49e+03        1    8.69e-02    1.02e+00
   9  5.313784e+04    1.47e+01    6.82e+02   2.08e-01   3.82e-01  3.44e+03        1    8.64e-02    1.11e+00
  10  5.313229e+04    5.55e+00    2.07e+02   1.15e-01   3.60e-01  3.37e+03        1    8.78e-02    1.20e+00
  11  5.312988e+04    2.41e+00    1.59e+02   8.23e-02   3.72e-01  3.31e+03        1    8.65e-02    1.28e+00
  12  5.312890e+04    9.73e-01    5.52e+01   5.38e-02   3.62e-01  3.25e+03        1    8.79e-02    1.37e+00
  13  5.312849e+04    4.15e-01    4.74e+01   3.51e-02   3.71e-01  3.19e+03        1    8.74e-02    1.46e+00
  14  5.312832e+04    1.72e-01    2.25e+01   2.50e-02   3.67e-01  3.13e+03        1    8.52e-02    1.54e+00
  15  5.312824e+04    7.28e-02    1.60e+01   1.58e-02   3.77e-01  3.09e+03        1    9.25e-02    1.64e+00
  16  5.312821e+04    3.06e-02    9.13e+00   1.18e-02   3.79e-01  3.04e+03        1    9.19e-02    1.73e+00
  17  5.312820e+04    1.30e-02    5.85e+00   7.44e-03   3.90e-01  3.01e+03        1    8.77e-02    1.82e+00
  18  5.312819e+04    5.58e-03    3.69e+00   5.70e-03   3.98e-01  2.99e+03        1    8.96e-02    1.91e+00
  19  5.312819e+04    2.43e-03    2.24e+00   3.72e-03   4.15e-01  2.97e+03        1    9.09e-02    2.00e+00
  20  5.312819e+04    1.07e-03    1.74e+00   2.91e-03   4.33e-01  2.96e+03        1    9.05e-02    2.09e+00
  21  5.312819e+04    4.85e-04    1.72e+00   1.99e-03   4.60e-01  2.96e+03        1    8.71e-02    2.18e+00
  22  5.312819e+04    2.26e-04    1.18e+00   1.58e-03   4.93e-01  2.96e+03        1    8.68e-02    2.26e+00
  23  5.312819e+04    1.11e-04    1.29e+00   1.15e-03   5.39e-01  2.96e+03        1    8.84e-02    2.35e+00
  24  5.312819e+04    5.76e-05    1.70e+00   9.41e-04   5.99e-01  2.99e+03        1    9.08e-02    2.44e+00
  25  5.312819e+04    3.29e-05    1.28e+00   7.39e-04   6.77e-01  3.13e+03        1    8.85e-02    2.53e+00
  26  5.312819e+04    2.16e-05    1.08e+00   6.57e-04   7.71e-01  3.72e+03        1    9.12e-02    2.62e+00
  27  5.312819e+04    1.79e-05    5.23e-01   6.45e-04   8.69e-01  6.22e+03        1    8.57e-02    2.71e+00
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  2.132747e+04    0.00e+00    1.34e+04   0.00e+00   0.00e+00  1.00e+04        0    3.98e-02    2.49e-01
   1  2.001001e+04    1.32e+03    6.44e+04   0.00e+00   8.09e-01  1.31e+04        1    1.79e-01    4.28e-01
   2  1.968687e+04    3.23e+02    3.01e+02   9.06e-01   1.00e+00  3.93e+04        1    9.15e-02    5.20e-01
   3  1.968589e+04    9.79e-01    2.69e+01   2.43e-01   1.02e+00  1.18e+05        1    8.99e-02    6.10e-01
   4  1.968586e+04    3.12e-02    1.97e+00   3.97e-02   1.04e+00  3.54e+05        1    8.43e-02    6.94e-01
   5  1.968586e+04    9.76e-04    9.44e-01   2.87e-02   1.05e+00  1.06e+06        1    8.60e-02    7.80e-01
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  1.972122e+04    0.00e+00    3.73e+03   0.00e+00   0.00e+00  1.00e+04        0    3.85e-02    2.61e-01
   1  1.964679e+04    7.44e+01    6.04e+02   0.00e+00   9.99e-01  3.00e+04        1    1.83e-01    4.44e-01
   2  1.964670e+04    8.83e-02    1.93e+00   1.78e-01   1.01e+00  9.00e+04        1    8.77e-02    5.32e-01
   3  1.964670e+04    1.05e-03    4.90e-01   2.41e-02   1.05e+00  2.70e+05        1    8.58e-02    6.18e-01
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  1.408252e+05    0.00e+00    5.04e+04   0.00e+00   0.00e+00  1.00e+04        0    5.17e-02    2.84e-01
   1  8.371600e+04    5.71e+04    3.74e+04   0.00e+00   1.00e+00  3.00e+04        1    2.11e-01    4.95e-01
   2  8.275812e+04    9.58e+02    1.46e+04   5.20e+00   8.88e-01  5.63e+04        1    1.07e-01    6.02e-01
   3  8.267253e+04    8.56e+01    3.55e+02   3.91e+00   9.16e-01  1.33e+05        1    9.58e-02    6.98e-01
   4  8.266710e+04    5.43e+00    5.41e+02   1.13e+00   7.73e-01  1.58e+05        1    9.88e-02    7.97e-01
   5  8.266625e+04    8.48e-01    5.87e+01   4.46e-01   7.29e-01  1.75e+05        1    9.76e-02    8.94e-01
   6  8.266601e+04    2.45e-01    5.02e+01   3.08e-01   7.92e-01  2.19e+05        1    9.97e-02    9.94e-01
   7  8.266584e+04    1.67e-01    1.74e+01   3.47e-01   9.31e-01  6.11e+05        1    9.61e-02    1.09e+00
   8  8.266553e+04    3.12e-01    2.06e+01   8.19e-01   9.94e-01  1.83e+06        1    9.86e-02    1.19e+00
   9  8.266509e+04    4.36e-01    7.48e+01   1.55e+00   9.98e-01  5.49e+06        1    1.00e-01    1.29e+00
  10  8.266484e+04    2.51e-01    8.89e+01   1.68e+00   9.93e-01  1.65e+07        1    9.91e-02    1.39e+00
  11  8.266480e+04    3.91e-02    1.97e+01   7.85e-01   1.00e+00  4.95e+07        1    9.68e-02    1.49e+00
  12  8.266480e+04    1.14e-03    1.84e+00   1.38e-01   1.01e+00  1.48e+08        1    9.94e-02    1.59e+00
  13  8.266480e+04    7.84e-06    2.89e-01   9.92e-03   9.41e-01  4.45e+08        1    9.60e-02    1.68e+00
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  2.410988e+04    0.00e+00    3.58e+04   0.00e+00   0.00e+00  1.00e+04        0    5.41e-02    2.83e-01
   1  2.362238e+04    4.87e+02    2.39e+04   0.00e+00   1.96e-01  8.16e+03        1    2.09e-01    4.92e-01
   2  2.153347e+04    2.09e+03    6.74e+03   3.05e+00   9.93e-01  2.45e+04        1    1.07e-01    6.00e-01
   3  2.148677e+04    4.67e+01    3.48e+03   1.13e+00   9.74e-01  7.34e+04        1    9.80e-02    6.98e-01
   4  2.148089e+04    5.88e+00    4.83e+02   4.21e-01   1.08e+00  2.20e+05        1    1.08e-01    8.06e-01
   5  2.148040e+04    4.90e-01    9.57e+01   4.13e-01   1.11e+00  6.61e+05        1    9.28e-02    8.99e-01
   6  2.147999e+04    4.07e-01    4.02e+01   9.60e-01   1.00e+00  1.98e+06        1    9.47e-02    9.94e-01
   7  2.147951e+04    4.79e-01    8.80e+01   1.68e+00   9.91e-01  5.95e+06        1    9.56e-02    1.09e+00
   8  2.147929e+04    2.27e-01    8.15e+01   1.63e+00   9.89e-01  1.78e+07        1    9.52e-02    1.18e+00
   9  2.147926e+04    2.92e-02    1.44e+01   6.84e-01   1.00e+00  5.35e+07        1    9.48e-02    1.28e+00
  10  2.147926e+04    6.80e-04    1.80e+00   1.08e-01   1.02e+00  1.61e+08        1    9.67e-02    1.38e+00
  11  2.147926e+04    3.43e-06    1.54e-01   7.00e-03   1.04e+00  4.82e+08        1    9.44e-02    1.47e+00
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  2.167468e+04    0.00e+00    2.56e+03   0.00e+00   0.00e+00  1.00e+04        0    5.52e-02    2.80e-01
   1  2.157582e+04    9.89e+01    7.26e+02   0.00e+00   1.00e+00  3.00e+04        1    2.16e-01    4.96e-01
   2  2.157450e+04    1.32e+00    2.40e+02   2.19e-01   1.09e+00  9.00e+04        1    1.05e-01    6.01e-01
   3  2.157434e+04    1.65e-01    2.86e+01   5.07e-02   1.21e+00  2.70e+05        1    9.69e-02    6.98e-01
   4  2.157433e+04    1.42e-02    2.25e+00   1.61e-02   1.25e+00  8.10e+05        1    9.62e-02    7.94e-01
   5  2.157432e+04    1.27e-03    1.23e+00   2.39e-02   1.21e+00  2.43e+06        1    9.67e-02    8.91e-01
   6  2.157432e+04    2.99e-04    7.82e-01   3.90e-02   1.06e+00  7.29e+06        1    9.62e-02    9.88e-01
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  7.127902e+04    0.00e+00    6.53e+04   0.00e+00   0.00e+00  1.00e+04        0    6.01e-02    3.02e-01
   1  3.971950e+04    3.16e+04    9.74e+03   0.00e+00   9.87e-01  3.00e+04        1    2.37e-01    5.39e-01
   2  3.954948e+04    1.70e+02    1.85e+03   2.39e+00   8.25e-01  4.13e+04        1    1.12e-01    6.52e-01
   3  3.953793e+04    1.16e+01    9.26e+01   3.52e-01   7.97e-01  5.22e+04        1    1.08e-01    7.60e-01
   4  3.953709e+04    8.40e-01    6.29e+01   2.08e-01   6.71e-01  5.44e+04        1    1.07e-01    8.67e-01
   5  3.953698e+04    1.09e-01    1.12e+01   4.11e-02   7.06e-01  5.85e+04        1    1.06e-01    9.73e-01
   6  3.953697e+04    1.38e-02    3.45e+00   2.85e-02   6.68e-01  6.08e+04        1    1.09e-01    1.08e+00
   7  3.953697e+04    1.83e-03    1.68e+00   5.67e-03   6.98e-01  6.49e+04        1    1.14e-01    1.20e+00
   8  3.953697e+04    2.46e-04    1.46e+00   4.03e-03   6.67e-01  6.74e+04        1    1.14e-01    1.31e+00
   9  3.953697e+04    3.73e-05    7.04e-01   1.33e-03   7.14e-01  7.31e+04        1    1.09e-01    1.42e+00
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  2.334768e+04    0.00e+00    2.69e+04   0.00e+00   0.00e+00  1.00e+04        0    7.71e-02    3.19e-01
   1  2.276609e+04    5.82e+02    2.86e+03   0.00e+00   9.99e-01  3.00e+04        1    2.37e-01    5.56e-01
   2  2.276159e+04    4.49e+00    8.64e+01   4.74e-01   1.02e+00  9.00e+04        1    1.16e-01    6.72e-01
   3  2.276139e+04    2.08e-01    1.26e+01   6.61e-02   1.08e+00  2.70e+05        1    1.12e-01    7.84e-01
   4  2.276138e+04    9.62e-03    1.65e+00   1.65e-02   1.23e+00  8.10e+05        1    1.16e-01    9.00e-01
   5  2.276138e+04    7.54e-04    1.01e+00   1.38e-02   1.23e+00  2.43e+06        1    1.08e-01    1.01e+00
   6  2.276138e+04    1.20e-04    4.58e-01   2.03e-02   1.10e+00  7.29e+06        1    1.03e-01    1.11e+00
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  2.284702e+04    0.00e+00    3.41e+03   0.00e+00   0.00e+00  1.00e+04        0    6.83e-02    2.97e-01
   1  2.281438e+04    3.26e+01    7.09e+00   0.00e+00   1.00e+00  3.00e+04        1    2.44e-01    5.41e-01
   2  2.281437e+04    1.21e-02    1.87e+00   1.17e-01   1.06e+00  9.00e+04        1    1.13e-01    6.55e-01
   3  2.281437e+04    6.46e-04    9.20e-01   1.47e-02   1.17e+00  2.70e+05        1    1.14e-01    7.69e-01
iter      cost      cost_change  |gradient|   |step|    tr_ratio  tr_radius  ls_iter  iter_time  total_time
   0  2.341203e+04    0.00e+00    4.35e+03   0.00e+00   0.00e+00  1.00e+04        0    6.57e-02    3.22e-01
   1  2.330941e+04    1.03e+02    1.45e+02   0.00e+00   9.98e-01  3.00e+04        1    2.31e-01    5.53e-01
   2  2.330924e+04    1.69e-01    3.10e+00   6.44e-02   1.00e+00  9.00e+04        1    1.18e-01    6.72e-01
   3  2.330924e+04    4.05e-03    1.47e+00   1.01e-02   1.07e+00  2.70e+05        1    1.14e-01    7.86e-01
   4  2.330924e+04    1.53e-04    4.20e-01   3.21e-03   1.20e+00  8.10e+05        1    1.08e-01    8.94e-01
